level_0,index,标题,标题链接,缩略图,right-info,right-info1,lng,lat
193,212,逆风酒水钓场,https://www.haodiaoyu.com/diaochang/shanghai/51180.html,http://p3.diaoyur.cn/group3/M00/00/11/cjd0iVuDYEPzZxa4yrl1HQhvejBc3.jpg!thum,上海市松江区北泖泾路,免费,121.30569282752803,31.127313233058484
194,213,三号桥,https://www.haodiaoyu.com/diaochang/shanghai/51172.html,http://p4.diaoyur.cn/group4/M00/00/0C/cjd0iV-ITB9yOR5iwr2Qzxoh6tjHW.jpg!thum,上海市松江区G320(车亭公路),免费,121.32341838139338,30.966879478925577
195,214,山水四季城钓场,https://www.haodiaoyu.com/diaochang/shanghai/51157.html,http://p3.diaoyur.cn/group3/M00/00/16/cjd0iV6IxYVEPZOUKbmk3JHBot0Qu.jpg!thum,上海市松江区祥泽路,免费,121.26012315083801,31.12858070924093
196,215,英郡雷丁钓场,https://www.haodiaoyu.com/diaochang/shanghai/51135.html,http://p4.diaoyur.cn/group4/M00/00/02/cjd0iV8uEikW4XP91bwI6mMNQ7xoZ.jpg!thum,上海市松江区九新公路,免费,121.31781372575725,31.073134429103206
197,216,鼎盛路G60桥下,https://www.haodiaoyu.com/diaochang/shanghai/51064.html,http://p1.diaoyur.cn/group1/M00/12/0D/cjd0iVoJDwOAPg93AAHhxox40Tc641.jpg!thum,上海市松江区G60(沪杭高速),免费,121.23447959624146,31.037135176464492
198,217,丰收河河道,https://www.haodiaoyu.com/diaochang/shanghai/51030.html,http://p1.diaoyur.cn/group1/M00/11/F9/cjd0iVoHuR2AEYDgAAKyEJj05gk690.jpg!thum,上海市松江区荣乐西路,免费,121.2051709569608,31.022583652342075
199,218,苏州河支流,https://www.haodiaoyu.com/diaochang/shanghai/51028.html,http://p1.diaoyur.cn/group1/M00/12/2F/cjd0iVoL-kuACBAWAAJQE0vhgBM096.jpg!thum,上海市闵行区,免费,121.38861193361008,31.118842580087428
200,221,久富小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/51002.html,http://p1.diaoyur.cn/group1/M00/11/E3/cjd0iVoGNpyAbkWVAAF5yHt8I6Q388.jpg!thum,上海市松江区朱金路,免费,121.33806275005442,31.119272636070068
201,222,长桥山庄,https://www.haodiaoyu.com/diaochang/shanghai/50991.html,http://p1.diaoyur.cn/group1/M00/11/D7/cjd0iVoFSTiATDI0AADSFov4RWo537.jpg!thum,上海市浦东新区S122(沪南公路),免费,121.58485970786411,31.120077939878794
202,223,龙悦小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/50955.html,http://p1.diaoyur.cn/group1/M00/11/BA/cjd0iVoDFOCAKUAqAAEpf-bgSTU997.jpg!thum,上海市松江区龙金路278弄-10号,免费,121.31672368771582,31.131931745449506
203,224,鼎盛路野塘,https://www.haodiaoyu.com/diaochang/shanghai/50932.html,http://p1.diaoyur.cn/group1/M00/11/AD/cjd0iVoCe_OAK0WTAAIDVC9YIos203.jpg!thum,上海市松江区G60(杭州湾环线高速),免费,121.15377744617496,31.021781995574486
204,225,上海友达服饰钓场,https://www.haodiaoyu.com/diaochang/shanghai/50900.html,http://p1.diaoyur.cn/group1/M00/11/8E/cjd0iVoAX3yAYH1FAAEJEmDUdNs978.jpg!thum,上海市松江区久富路998,免费,121.31127305733905,31.12734028118527
205,226,王家宅小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/50881.html,http://p1.diaoyur.cn/group1/M00/11/7C/cjd0iVn_HvmANLRDAAFv5puqSVI525.jpg!thum,上海市松江区,免费,121.23447959624146,31.037135176464492
206,227,华亭湖,https://www.haodiaoyu.com/diaochang/shanghai/50878.html,http://p1.diaoyur.cn/group1/M00/11/79/cjd0iVn_B0mARCBEAAGKAEQ0SlE879.jpg!thum,上海市松江区文诚路1119号,免费,121.21894540117614,31.0382280981922
207,228,叶家青年公寓钓场,https://www.haodiaoyu.com/diaochang/shanghai/50798.html,http://p1.diaoyur.cn/group1/M00/11/4A/cjd0iVn8IhuALvR_AAFo36PZD78128.jpg!thum,上海市松江区望东南路200,免费,121.30436830390104,31.124015463545927
208,229,逍遥休闲钓场,https://www.haodiaoyu.com/diaochang/shanghai/50785.html,http://p1.diaoyur.cn/group1/M00/11/78/cjd0iVn-_gmAYHvBAAD8D8orQFk437.jpg!thum,上海市嘉定区横仓公路483号,100元/天,121.31201535638505,31.37476754604899
209,230,金汇港钓场,https://www.haodiaoyu.com/diaochang/shanghai/50781.html,http://p1.diaoyur.cn/group1/M00/11/41/cjd0iVn7IIKAHnjaAACOo5kdlBE894.jpg!thum,上海市奉贤区,免费,121.48050373643107,30.923720110285377
210,231,青浦商榻小娘湖钓鱼场,https://www.haodiaoyu.com/diaochang/shanghai/50697.html,http://p1.diaoyur.cn/group1/M00/11/18/cjd0iVn4ZHuAMZSEAADeEX_JSFk365.jpg!thum,上海市青浦区,18元/斤,121.13055310467274,31.155454317980737
211,232,西港沟,https://www.haodiaoyu.com/diaochang/shanghai/50680.html,http://p1.diaoyur.cn/group1/M00/11/AD/cjd0iVoCcG2AMvprAALpE_Y2JI0866.jpg!thum,上海市浦东新区新金桥路,免费,121.61380126717438,31.25787571121864
212,233,杨家钓场,https://www.haodiaoyu.com/diaochang/shanghai/50674.html,http://p1.diaoyur.cn/group1/M00/10/F1/cjd0iVn128OAHvtEAADRVNc9WQE759.jpg!thum,上海市青浦区,免费,121.13055310467274,31.155454317980737
213,234,张家木桥钓场,https://www.haodiaoyu.com/diaochang/shanghai/50555.html,http://p1.diaoyur.cn/group1/M00/10/B2/cjd0iVnxpJGAfHPqAAFbavqJRdY557.jpg!thum,上海市青浦区前云路88号,免费,121.28127517339314,31.147598233837456
214,235,九闽村钓场,https://www.haodiaoyu.com/diaochang/shanghai/50506.html,http://p1.diaoyur.cn/group1/M00/10/8C/cjd0iVnvRD-AJgWCAAGW2QwlTdo775.jpg!thum,上海市松江区姚北路,免费,121.31761221786526,31.1049601720699
215,236,北场二小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/50474.html,http://p1.diaoyur.cn/group1/M00/10/77/cjd0iVnt9aaAJZzjAAGKA3mT4EQ818.jpg!thum,上海市松江区闵松公路,免费,121.23447959624146,31.037135176464492
216,237,同润山河小城钓场,https://www.haodiaoyu.com/diaochang/shanghai/50449.html,http://p1.diaoyur.cn/group1/M00/10/64/cjd0iVnsrRKARI-XAACLeCUv5wg011.jpg!thum,上海市松江区泗凤公路,免费,121.25360191097138,31.116702018256973
217,238,小区河道,https://www.haodiaoyu.com/diaochang/shanghai/50397.html,http://p1.diaoyur.cn/group1/M00/10/54/cjd0iVnsBbaALOYmAAD40-ROwY0200.jpg!thum,上海市浦东新区海鸣路,免费,121.6798130158123,31.29074927532394
218,239,马路湖,https://www.haodiaoyu.com/diaochang/shanghai/50388.html,http://p1.diaoyur.cn/group1/M00/10/52/cjd0iVnr5seADE0ZAACfYSs4vpo664.jpg!thum,上海市宝山区罗迎路,免费,121.36308315281363,31.41022241753785
219,240,美兰湖,https://www.haodiaoyu.com/diaochang/shanghai/50387.html,http://p1.diaoyur.cn/group1/M00/10/52/cjd0iVnr4-iAA-4WAACdxRxCUAM593.jpg!thum,上海市宝山区沪太公路辅路,50元/天,121.4965630135246,31.41027947347614
220,243,华亭名苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/50384.html,http://p1.diaoyur.cn/group1/M00/10/4F/cjd0iVnrYE2ANxKJAADjrknbxzk535.jpg!thum,上海市松江区中心路,免费,121.13984059550984,31.07876612190664
221,244,野河,https://www.haodiaoyu.com/diaochang/shanghai/50374.html,http://p1.diaoyur.cn/group1/M00/10/49/cjd0iVnrKfGAV2Q-AACYvBToth4506.jpg!thum,上海市松江区平原公路,免费,121.12826337782613,31.035948588361286
222,245,苏州河,https://www.haodiaoyu.com/diaochang/shanghai/50346.html,http://p1.diaoyur.cn/group1/M00/10/98/cjd0iVnwQiWAAxGsAADizonz9xM638.jpg!thum,上海市长宁区S20(环西二大道),免费,121.3586419465418,31.256062927160436
223,246,苏州河支流,https://www.haodiaoyu.com/diaochang/shanghai/50345.html,http://p1.diaoyur.cn/group1/M00/10/C2/cjd0iVnyukGAY3agAAB_oQWKibw335.jpg!thum,上海市嘉定区新槎浦桥,免费,121.35524664366336,31.252207171356844
224,247,乌船浜钓场,https://www.haodiaoyu.com/diaochang/shanghai/50309.html,http://p1.diaoyur.cn/group1/M00/10/23/cjd0iVnopcKAPjTaAAFCyXRpcnQ457.jpg!thum,上海市松江区顺庆路,免费,121.23447959624146,31.037135176464492
225,248,圣堡别墅钓场,https://www.haodiaoyu.com/diaochang/shanghai/50278.html,http://p1.diaoyur.cn/group1/M00/10/12/cjd0iVnnYCKARBgHAAD7XklNMt8168.jpg!thum,上海市青浦区西向阳河路,免费,121.27918301447058,31.156379875358322
226,249,北竿山钓场,https://www.haodiaoyu.com/diaochang/shanghai/50170.html,http://p1.diaoyur.cn/group1/M00/10/39/cjd0iVnqBCyADmpfAACbycrqxto235.jpg!thum,上海市松江区X321(佘北公路),免费,121.20171920546244,31.136244999805363
227,250,联群路河,https://www.haodiaoyu.com/diaochang/shanghai/50159.html,http://p1.diaoyur.cn/group1/M00/10/59/cjd0iVnsVniAQ3_XAACVQcM9Q1A473.jpg!thum,上海市嘉定区春亭路,免费,121.23128557937358,31.275874153926573
228,251,靖多苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/50070.html,http://p1.diaoyur.cn/group1/M00/0F/A6/cjd0iVngQSqAWe0KAADNwt9jUOk105.jpg!thum,上海市松江区张泾路1651弄,免费,121.28667249382943,31.1142416803695
229,252,朱家湾钓场,https://www.haodiaoyu.com/diaochang/shanghai/50001.html,http://p1.diaoyur.cn/group1/M00/0F/81/cjd0iVndQHyAARolAAFVOY6cYOg564.jpg!thum,上海市松江区世富路,免费,121.32047027296393,31.11953141806091
230,253,新凯家园钓场,https://www.haodiaoyu.com/diaochang/shanghai/49975.html,http://p1.diaoyur.cn/group1/M00/0F/6E/cjd0iVnb_SGAfPafAACWCDkvKvw610.jpg!thum,上海市松江区泗凤公路,免费,121.25360191097138,31.116702018256973
231,254,丽水豪庭钓场,https://www.haodiaoyu.com/diaochang/shanghai/49942.html,http://p1.diaoyur.cn/group1/M00/0F/5E/cjd0iVnauHCANdVBAAEH1mnJ_6k476.jpg!thum,上海市松江区长施公路,免费,121.30720923999162,31.112418746677157
232,255,申园钓场,https://www.haodiaoyu.com/diaochang/shanghai/49865.html,http://p1.diaoyur.cn/group1/M00/0F/2E/cjd0iVnYFXyAW2CeAACYft9S2J0282.jpg!thum,上海市松江区定恒路,免费,121.23447959624146,31.037135176464492
233,256,叶榭镇大叶公路,https://www.haodiaoyu.com/diaochang/shanghai/49676.html,http://p1.diaoyur.cn/group1/M00/0E/BE/cjd0iVnQs9KAKHtVAADrR6pVS1Q153.jpg!thum,上海市松江区叶新公路26号,免费,121.327929623156,30.954791897893763
234,257,繁荣苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/49636.html,http://p1.diaoyur.cn/group1/M00/0E/D6/cjd0iVnSJCaAZQInAAD7b_87r7s982.jpg!thum,上海市松江区沪亭南路340号,免费,121.33776811514265,31.128049694679614
235,258,九亭家园钓场,https://www.haodiaoyu.com/diaochang/shanghai/49635.html,http://p1.diaoyur.cn/group1/M00/0E/AB/cjd0iVnPUamADzRZAAERF-4295s692.jpg!thum,上海市松江区沪亭南路,免费,121.33864258110856,31.125365692903312
236,259,星塔路河,https://www.haodiaoyu.com/diaochang/shanghai/49620.html,http://p1.diaoyur.cn/group1/M00/0E/A6/cjd0iVnPCW-AMMDmAACxO3JMNEQ809.jpg!thum,上海市嘉定区星塔路,免费,121.24449002898011,31.288388042234978
237,260,春归路路蕴藻浜,https://www.haodiaoyu.com/diaochang/shanghai/49529.html,http://p1.diaoyur.cn/group1/M00/0E/80/cjd0iVnMYCyATkbXAADdyFTFUvU921.jpg!thum,上海市嘉定区春归路897号,免费,121.23628318174534,31.29290789566091
238,261,得胜村小水闸,https://www.haodiaoyu.com/diaochang/shanghai/49452.html,http://p1.diaoyur.cn/group1/M00/0E/56/cjd0iVnJpNaAJqBsAACwvsiOHtM239.jpg!thum,上海市松江区G320(松浦大桥),免费,121.31888345670431,30.976258540304208
239,262,松沪苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/49444.html,http://p1.diaoyur.cn/group1/M00/0E/82/cjd0iVnMdlqARNiFAAB9zbugYkU662.jpg!thum,上海市松江区沪亭南路,免费,121.33864258110856,31.125365692903312
240,265,美兰湖支道,https://www.haodiaoyu.com/diaochang/shanghai/49391.html,http://p1.diaoyur.cn/group1/M00/0E/28/cjd0iVnHEsWAdYJxAAFNHiiLwNU857.jpg!thum,上海市宝山区美平路,免费,121.35191892390168,31.395153510679524
241,266,外青松公路3858号向北50米,https://www.haodiaoyu.com/diaochang/shanghai/49185.html,http://p1.diaoyur.cn/group1/M00/0D/B0/cjd0iVm-XteAVnf0AAE-IXQzNI0641.jpg!thum,上海市青浦区外青松公路3858号,免费,121.14100264890739,31.240713520851013
242,267,野钓,https://www.haodiaoyu.com/diaochang/shanghai/49156.html,http://p1.diaoyur.cn/group1/M00/0D/A9/cjd0iVm91neADm8IAAGX7cjl2zE615.jpg!thum,上海市青浦区淀山湖大道,免费,121.08391629852841,31.137582391068946
243,268,野钓,https://www.haodiaoyu.com/diaochang/shanghai/49155.html,http://p1.diaoyur.cn/group1/M00/0D/A8/cjd0iVm90KSAcFHoAADpfmr9cKk390.jpg!thum,上海市青浦区天思桥路,免费,121.13055310467274,31.155454317980737
244,269,浦东曹路讯建钓场,https://www.haodiaoyu.com/diaochang/shanghai/49108.html,http://p1.diaoyur.cn/group1/M00/0D/97/cjd0iVm8fyGAECUsAADtKO4sIm0089.jpg!thum,上海市浦东新区东凌路,100元/天,121.55045460683195,31.227348292436346
245,270,水闸,https://www.haodiaoyu.com/diaochang/shanghai/49102.html,http://p1.diaoyur.cn/group1/M00/0D/95/cjd0iVm8UdKAFocdAACAAOUywsg214.jpg!thum,上海市金山区松金公路6497号,免费,121.2993323511104,30.92116238099429
246,271,湄星路野河,https://www.haodiaoyu.com/diaochang/shanghai/48854.html,http://p1.diaoyur.cn/group1/M00/0C/F4/cjd0iVmwzT-AMdTbAAGDgJ2kYnw544.jpg!thum,上海市宝山区Y055(湄星路),免费,121.41225733246416,31.379420805642003
247,272,银泽路通波塘,https://www.haodiaoyu.com/diaochang/shanghai/48691.html,http://p1.diaoyur.cn/group1/M00/0C/78/cjd0iVmoxXyAQqtSAAE7LcTCOEE220.jpg!thum,上海市松江区银泽路,免费,121.24161976141801,31.069179882707996
248,273,复旦实验中学旁边,https://www.haodiaoyu.com/diaochang/shanghai/48194.html,http://p1.diaoyur.cn/group1/M00/0B/88/cjd0iVmTrNiAaI_4AACfrzN0O6w219.jpg!thum,上海市青浦区,免费,121.13055310467274,31.155454317980737
249,274,吕浦村水闸,https://www.haodiaoyu.com/diaochang/shanghai/47937.html,http://p1.diaoyur.cn/group1/M00/0B/2A/cjd0iVmMQ7eAfYTMAADfqIvPXjY636.jpg!thum,上海市嘉定区墨玉南路,免费,121.17026179784258,31.289727991353875
250,275,金山区后岗垂钓中心,https://www.haodiaoyu.com/diaochang/shanghai/47919.html,http://p1.diaoyur.cn/group1/M00/0B/23/cjd0iVmLxpCAeoYYAACd1-DVsqc410.jpg!thum,上海市金山区,30元/天,121.34848004512126,30.747852376570318
251,276,南阳河,https://www.haodiaoyu.com/diaochang/shanghai/47746.html,http://p1.diaoyur.cn/group1/M00/0A/C9/cjd0iVmDyMOAILEQAAE20PkyRlk095.jpg!thum,上海市浦东新区金科南路,免费,121.59558718243372,31.195780402025026
252,277,陈广路,https://www.haodiaoyu.com/diaochang/shanghai/46964.html,http://p1.diaoyur.cn/group1/M00/09/63/cjd0iVlhcnOAQs_LAAFUzne9fQg109.jpg!thum,上海市宝山区陈广路14号,免费,121.35852301089227,31.329098433475536
253,278,自然河,https://www.haodiaoyu.com/diaochang/shanghai/46871.html,http://p5.diaoyur.cn/group5/M00/01/5A/cjd0iV1htXfxuI9cFwi7VH-2WsM5O.jpg!thum,上海市浦东新区赵高路1055号,免费,121.63904774198976,31.31446437542192
254,279,自然河,https://www.haodiaoyu.com/diaochang/shanghai/46693.html,http://p2.diaoyur.cn/group2/M00/05/5D/cjd0iVP6tmK2lfMYQ1UixrjR0o7GA.jpg!thum,上海市浦东新区顾曹公路155号,免费,121.66640649956773,31.306365579500316
255,280,南翔  金银湖,https://www.haodiaoyu.com/diaochang/shanghai/46685.html,http://p3.diaoyur.cn/group3/M00/05/5A/cjd0iVGvQ-Osa0R2UdS6rfcBJen3H.jpg!thum,上海市嘉定区芳林路,免费,121.3195107551199,31.314357457123496
256,281,芳华路,https://www.haodiaoyu.com/diaochang/shanghai/46683.html,http://p3.diaoyur.cn/group3/M00/05/5A/cjd0iVtaTOBANbPWDZugMJw1lCe5z.jpg!thum,上海市嘉定区瑞林路,免费,121.32126278683062,31.307096944179843
257,282,野河,https://www.haodiaoyu.com/diaochang/shanghai/46617.html,http://p5.diaoyur.cn/group5/M00/01/5B/cjd0iVTDBHSRC8P7EM4-vd01kXgh6.jpg!thum,上海市浦东新区志伟路149号,免费,121.64065988597324,31.302085549462788
258,283,野河,https://www.haodiaoyu.com/diaochang/shanghai/46616.html,http://p2.diaoyur.cn/group2/M00/05/5D/cjd0iVOgjCvoILw5c76zpXr0Dba8n.jpg!thum,上海市浦东新区G1501(上海绕城高速),免费,121.55045460683195,31.227348292436346
259,284,小天地垂钓中心,https://www.haodiaoyu.com/diaochang/shanghai/46416.html,http://p3.diaoyur.cn/group3/M00/05/5B/cjd0iVAH9i6Ra7lZ1C3-gD0VpN4ys.jpg!thum,上海市嘉定区墨玉北路1086号,150元/天,121.1723470591263,31.322370906792482
260,287,杨家庄钓场,https://www.haodiaoyu.com/diaochang/shanghai/46310.html,http://p2.diaoyur.cn/group2/M00/05/5E/cjd0iVQXjVk0wWntMHiu2YxJ1KEN3.jpg!thum,上海市青浦区凤联路,100元/天,121.200093618337,31.18458981231363
261,288,朱家角,https://www.haodiaoyu.com/diaochang/shanghai/45607.html,http://p2.diaoyur.cn/group2/M00/05/61/cjd0iVkrcVYBux4TCfDdsyztpvjJG.jpg!thum,上海市青浦区沙家埭路,免费,121.05277640058428,31.108572637515984
262,289,三和园,https://www.haodiaoyu.com/diaochang/shanghai/45441.html,http://p4.diaoyur.cn/group4/M00/05/60/cjd0iVW1PtudLYzf2IEQTb5VsBJvk.jpg!thum,上海市浦东新区绿林路385号,免费,121.5555308764722,31.175559048798615
263,290,沪南路,https://www.haodiaoyu.com/diaochang/shanghai/45438.html,http://p6.diaoyur.cn/group6/M00/01/60/cjd0iVSVNqxhp1rQyX9ZB5PRfAlnz.jpg!thum,上海市浦东新区沪南路2090号,免费,121.53688426481492,31.18970225553777
264,291,长兴岛兴奔路,https://www.haodiaoyu.com/diaochang/shanghai/45348.html,http://p5.diaoyur.cn/group5/M00/01/60/cjd0iVTIS63qonyp9DrP5Q4blH8v-.jpg!thum,上海市崇明县兴奔路,免费,121.75438707211353,31.374386486690028
265,292,野钓,https://www.haodiaoyu.com/diaochang/shanghai/45341.html,http://p5.diaoyur.cn/group5/M00/01/60/cjd0iVvQToNCXthc6f1aLVuBb0eWy.jpg!thum,上海市青浦区新胜路440号,免费,121.10850594942268,31.208458656451246
266,293,野钓,https://www.haodiaoyu.com/diaochang/shanghai/45264.html,http://p2.diaoyur.cn/group2/M00/05/63/cjd0iVVJIOz-mlEefnpTdiWUYSxhQ.jpg!thum,上海市青浦区外青松公路4690号,免费,121.12611632435215,31.200621225503948
267,294,界龙,https://www.haodiaoyu.com/diaochang/shanghai/45097.html,http://p6.diaoyur.cn/group6/M00/01/61/cjd0iVSP9u67dcnh81AtkyGKDiUlH.jpg!thum,上海市浦东新区栏学路206号,免费,121.63626380338377,31.194416454082223
268,295,龙吴路三千号3号门到底,https://www.haodiaoyu.com/diaochang/shanghai/45005.html,http://p4.diaoyur.cn/group4/M00/05/62/cjd0iVn82syGzM0gidTbQpkRA7fWD.jpg!thum,上海市闵行区龙吴路,免费,121.4608312913221,31.11446986295843
269,296,恵新港桥,https://www.haodiaoyu.com/diaochang/shanghai/44769.html,http://p2.diaoyur.cn/group2/M00/05/65/cjd0iVP2szSlBM1-RObU9xNgnKFyZ.jpg!thum,上海市浦东新区卫星港桥,免费,121.65967953606133,31.042637525598195
270,297,吕家浜,https://www.haodiaoyu.com/diaochang/shanghai/44719.html,http://p4.diaoyur.cn/group4/M00/05/63/cjd0iVawhPkLOiuMo-dxp8VmjeYsc.jpg!thum,上海市浦东新区中环路,免费,121.58962611690005,31.28158489894264
271,298,七滧河,https://www.haodiaoyu.com/diaochang/shanghai/42040.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVc5xCIQSKwgEqo6U8Xkj4z1l.jpg!thum,北七滧往北 齐西路附近,免费,120.08050545187253,27.37994040758568
272,299,插乌效欢乐塘,https://www.haodiaoyu.com/diaochang/shanghai/42039.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iV1guHKLeWzpnmoJCX2dIEBOV.jpg!thum,插乌效车站,150元/8小时,121.75849740192365,30.97716514532712
273,300,六滧港河,https://www.haodiaoyu.com/diaochang/shanghai/42038.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV8JqUwBtfmgMbICFVpSjPras.jpg!thum,崇明向化镇六滧港,免费,121.76826809129457,31.573236416910472
275,302,东兴垂钓中心,https://www.haodiaoyu.com/diaochang/shanghai/42036.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVV0jYATiUI5adw2FBECNWLeD.jpg!thum,东兴垂钓中心,18元/斤,105.08254748773004,29.59848572858322
276,303,小黑鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/42035.html,http://p4.diaoyur.cn/group4/M00/05/65/cjd0iV0bt38ngfl6jxirSHaT-WLId.jpg!thum,崇明县横沙乡通沙河路（通沙河路走到最东头）,18元/斤,121.84841158516443,31.34622187384583
277,304,北环河南桥,https://www.haodiaoyu.com/diaochang/shanghai/42034.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iViHpk4Jn75m-XrSNj3U28FBP.jpg!thum,长兴渔港,免费,119.91749832197264,31.0325793268347
278,305,丁字坝,https://www.haodiaoyu.com/diaochang/shanghai/42033.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVUMjANK8-2dQS7EIJRplCzvn.jpg!thum,上海市崇明县丁字坝主河道,免费,121.40355686271847,31.62856998440405
279,306,庙港河支流,https://www.haodiaoyu.com/diaochang/shanghai/42032.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVZVh7IOC65jYeKTaB0Um3fpQ.jpg!thum,庙港河支流,免费,121.36155317503854,31.79347194521388
280,309,小洪桥鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/42031.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV4y6GcznxjCiKshLDkVIMRFJ.jpg!thum,长兴岛小洪桥路（团结村14组）,15元/斤,116.79628821736223,40.32484548004968
281,310,三圩河,https://www.haodiaoyu.com/diaochang/shanghai/42030.html,http://p5.diaoyur.cn/group5/M00/01/65/cjd0iVu-OC6LvD4tcXHjya5fVJUn7.jpg!thum,崇明县长兴镇金淼路与丰富路交叉口,免费,121.70992749442355,31.38730147390652
282,311,滩涂河,https://www.haodiaoyu.com/diaochang/shanghai/42029.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVx7m0IeNw6V1SRdnCjZoWq43.jpg!thum,上海市崇明县滩涂河,免费,121.40355686271847,31.62856998440405
283,312,聚友花园鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/42028.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV3Ta2IqrEH68Ao9JRhvmclCW.jpg!thum,长兴岛潘石村3号旁（潘石南河支行),15-16元/斤,121.64354097632012,31.42475187508527
284,313,外高桥水闸,https://www.haodiaoyu.com/diaochang/shanghai/42027.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVYvKgIrFa9OfMpiHoEPqeBJ5.jpg!thum,杨高北一路上海东雷汽车滚装服务公司南100米,免费,121.46502153079716,31.270076186102862
285,314,东川河,https://www.haodiaoyu.com/diaochang/shanghai/42026.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVR4i9-U20nS7YToht16vNwjF.jpg!thum,上海市浦东新区东川河,免费,121.55045460683195,31.227348292436346
288,317,卫生院后面,https://www.haodiaoyu.com/diaochang/shanghai/42023.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVGK7IVFnQferCEDUhoazlJxi.jpg!thum,北新园路459弄，高东卫生院北面,免费,121.62929942042602,31.33199025363319
289,318,中虹家园,https://www.haodiaoyu.com/diaochang/shanghai/42022.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVO9zKdXDEphvw6U4BtjSVuLC.jpg!thum,上海市浦东新区中虹家园北门,免费,121.67802270281227,31.28993362842531
290,319,洲海路桥下,https://www.haodiaoyu.com/diaochang/shanghai/42021.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVAIfBh4UjV7MRvFcy9TWz1ag.jpg!thum,赵高路洲海路桥下面赵高路旁边,免费,113.71368277739168,22.794554373094734
291,320,胜利桥高桥港河,https://www.haodiaoyu.com/diaochang/shanghai/42020.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV6Hp-sXWl1MkB4CdmS7ZUDFz.jpg!thum,浦东新区高桥镇胜利路桥,免费,121.59010383577026,31.351391297014672
295,324,护厂河支流,https://www.haodiaoyu.com/diaochang/shanghai/42016.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVg1AHILRx25BFaeYlbVn0mo9.jpg!thum,护厂河支流,免费,121.45719423556652,31.4412454729781
296,325,通源河,https://www.haodiaoyu.com/diaochang/shanghai/42015.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVtkrI8al5pH2i03FORm-d9bM.jpg!thum,通源河,免费,104.16856691772546,30.782559382401114
298,327,东靖路大河,https://www.haodiaoyu.com/diaochang/shanghai/42013.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVmwe1fui-y2SzEQoaY47gpUC.jpg!thum,东靖路大河顺着一片地直走300米,免费,116.43949321626226,40.06756829659985
299,328,阿伟垂钓,https://www.haodiaoyu.com/diaochang/shanghai/42012.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVXfLEjV0uTpSYKmsGlNo1Zb-.jpg!thum,浦东新区景雅路北天歌华庭西北200米,100元/天,121.68399131411222,31.260649616225678
301,332,北泗塘河,https://www.haodiaoyu.com/diaochang/shanghai/42010.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVK-50oyFIYhi7TpPm1v6zAON.jpg!thum,北泗塘河,免费,116.6323692007846,39.70095458358233
302,333,五岳河桥支流,https://www.haodiaoyu.com/diaochang/shanghai/42009.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVEhUrVpOjfnSHlb1cT6v3LAI.jpg!thum,五岳河桥支流,免费,113.14224809521517,22.842744409456916
304,335,川杨河,https://www.haodiaoyu.com/diaochang/shanghai/42007.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVHcZrGi9lKXstw8fLejQqkAB.jpg!thum,跃丰路与跃益路交叉口（米长港桥下）,免费,113.83566188594028,23.148024951371195
305,336,盛家浜钓场,https://www.haodiaoyu.com/diaochang/shanghai/42006.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV6vcA7nEkOfaNug4X8mHCQSq.jpg!thum,顾唐路新光东支路南头圆通快递南50米,免费,116.64139097285184,39.99492243151471
