标题,标题链接,缩略图,right-info,right-info1
龙源路莘莘桥,https://www.haodiaoyu.com/diaochang/shanghai/53982.html,http://p2.diaoyur.cn/group2/M00/05/8C/cjd0iVIk49bAyMK2iRqpT-j6Q8PU3.jpg!thum,上海市松江区龙源路629号,免费
蟠龙江潘家桥,https://www.haodiaoyu.com/diaochang/shanghai/53909.html,http://p6.diaoyur.cn/group6/M00/01/73/cjd0iVdBuMteZv5U86SbaOpkQlGHW.jpg!thum,上海市闵行区吴翟路3069号,免费
凯翔农庄垂钓园,https://www.haodiaoyu.com/diaochang/shanghai/53748.html,http://p2.diaoyur.cn/group2/M00/03/C9/cjd0iV0FRaxhcA83rXpCil5jNbnwZ.jpg!thum,上海市奉贤区新四平公路2908,50元/天
共青森林公园,https://www.haodiaoyu.com/diaochang/shanghai/53697.html,http://p3.diaoyur.cn/group3/M00/03/B1/cjd0iVe2sFSqWarBl-3LkAXTOzpIy.jpg!thum,上海市杨浦区,免费
新农河路,https://www.haodiaoyu.com/diaochang/shanghai/53692.html,http://p3.diaoyur.cn/group3/M00/03/B1/cjd0iVRGeZoFv2kIM0SCiNcBdxX7V.jpg!thum,上海市松江区新农河路,免费
北场公路钓场,https://www.haodiaoyu.com/diaochang/shanghai/53606.html,http://p2.diaoyur.cn/group2/M00/03/9A/cjd0iVeBcPhr-MoOEnYiuTKzUd3lV.jpg!thum,上海市松江区北场公路,免费
洞泾汽车站,https://www.haodiaoyu.com/diaochang/shanghai/53540.html,http://p3.diaoyur.cn/group3/M00/03/7A/cjd0iVBHxh27JjtZKDnLE3Fw6SQyo.jpg!thum,上海市松江区长兴路98弄-16号,免费
龙腾路桥下,https://www.haodiaoyu.com/diaochang/shanghai/53501.html,http://p2.diaoyur.cn/group2/M00/03/70/cjd0iVN32selHjrz04SOQYWv8Eu6b.jpg!thum,上海市松江区龙腾路,免费
辰塔路桥下,https://www.haodiaoyu.com/diaochang/shanghai/53500.html,http://p4.diaoyur.cn/group4/M00/03/6C/cjd0iVgIMXt7eCjY35UhprZR9B08c.jpg!thum,上海市松江区G92(沪杭高速),免费
辰丰苑,https://www.haodiaoyu.com/diaochang/shanghai/53464.html,http://p4.diaoyur.cn/group4/M00/03/64/cjd0iVkt4KDhIQT1EniYOFP5j2JuR.jpg!thum,上海市松江区辰塔路,免费
六灶港,https://www.haodiaoyu.com/diaochang/shanghai/53404.html,http://p3.diaoyur.cn/group3/M00/03/46/cjd0iVy0KQueUfCBLjnm52iXPv-RE.jpg!thum,上海市浦东新区天雄路,免费
栖时路亚,https://www.haodiaoyu.com/diaochang/shanghai/53162.html,http://p2.diaoyur.cn/group2/M00/02/F6/cjd0iVn68MizsacIm7XGLA1ZDpEKr.jpg!thum,上海市奉贤区Y104(南庄路),100元/天
蟠龙江,https://www.haodiaoyu.com/diaochang/shanghai/53151.html,http://p2.diaoyur.cn/group2/M00/02/F6/cjd0iV0X94LVMrdZQkTbGcyP2v5g8.jpg!thum,上海市闵行区繁兴路,免费
新港桥,https://www.haodiaoyu.com/diaochang/shanghai/53144.html,http://p4.diaoyur.cn/group4/M00/02/F0/cjd0iV7eVwF1nfZ2AOz3oqmdMUCrH.jpg!thum,上海市浦东新区S122(沪南公路),免费
淞沪路复旦大学,https://www.haodiaoyu.com/diaochang/shanghai/53125.html,http://p3.diaoyur.cn/group3/M00/02/E6/cjd0iVgsARY4qubG7aKNS9LPJ8ED2.jpg!thum,上海市杨浦区淞沪路2014号,免费
经二河殷行路段,https://www.haodiaoyu.com/diaochang/shanghai/53124.html,http://p4.diaoyur.cn/group4/M00/02/E9/cjd0iV13Ftzuy475bVk9Qe8inZqCH.jpg!thum,上海市杨浦区殷行路,免费
佘山高尔夫钓场,https://www.haodiaoyu.com/diaochang/shanghai/53016.html,http://p4.diaoyur.cn/group4/M00/02/C2/cjd0iVe6rxQb95SCUX3IhFzvqsDWc.jpg!thum,上海市松江区嘉松南路,免费
佘山银湖钓场,https://www.haodiaoyu.com/diaochang/shanghai/52981.html,http://p4.diaoyur.cn/group4/M00/02/AF/cjd0iVlLvjn4J1zEi7b-rsKCXhZ2w.jpg!thum,上海市松江区,免费
张施钓场,https://www.haodiaoyu.com/diaochang/shanghai/52960.html,http://p4.diaoyur.cn/group4/M00/02/A8/cjd0iV7Ob254qLDW3jGZnfliBSIpv.jpg!thum,上海市松江区长施公路,免费
新奉公路2913号,https://www.haodiaoyu.com/diaochang/shanghai/52954.html,http://p4.diaoyur.cn/group4/M00/02/A6/cjd0iVwWx0qosQrMtiET8B62nHh7L.jpg!thum,上海市奉贤区新奉公路2913号,免费
,,,,
,,,,
黄浦江白莲泾,https://www.haodiaoyu.com/diaochang/shanghai/52904.html,http://p2.diaoyur.cn/group2/M00/02/96/cjd0iVw692At7NpVoT1y8azDUPG3v.jpg!thum,上海市浦东新区世博大道桥,免费
大团无名小溪流,https://www.haodiaoyu.com/diaochang/shanghai/52800.html,http://p2.diaoyur.cn/group2/M00/02/77/cjd0iVMcTfDKruQnAo8Bmylq-XbUg.jpg!thum,上海市奉贤区,免费
南芦公路边,https://www.haodiaoyu.com/diaochang/shanghai/52798.html,http://p3.diaoyur.cn/group3/M00/02/73/cjd0iVZQfb3jurA75hnXLV9gvRG0U.jpg!thum,上海市浦东新区南芦公路890号,免费
浦东新区南三支路,https://www.haodiaoyu.com/diaochang/shanghai/52794.html,http://p3.diaoyur.cn/group3/M00/02/73/cjd0iVLFhOGSTHX5bJroI7Zvz9dMi.jpg!thum,上海市浦东新区南三支路,免费
新奉公路奉浦路交叉口河段,https://www.haodiaoyu.com/diaochang/shanghai/52785.html,http://p2.diaoyur.cn/group2/M00/02/72/cjd0iVaU8nNw17moVSDcxQvP-jf0A.jpg!thum,上海市奉贤区新奉公路6242号,免费
凯悦钢质家具配件门口,https://www.haodiaoyu.com/diaochang/shanghai/52783.html,http://p3.diaoyur.cn/group3/M00/02/6F/cjd0iVky5VumoS4-MfN7EC6xLavKn.jpg!thum,上海市奉贤区新四平公路2539,免费
奉浦路神州路交叉口河流,https://www.haodiaoyu.com/diaochang/shanghai/52764.html,http://p2.diaoyur.cn/group2/M00/02/6A/cjd0iVxI5EUTyvdVJtlHic41gwqsZ.jpg!thum,上海市奉贤区奉浦路,免费
新四平高速出口右拐200米,https://www.haodiaoyu.com/diaochang/shanghai/52761.html,http://p3.diaoyur.cn/group3/M00/02/67/cjd0iVM-rQqaWj8gfcRn7wCGl5eIS.jpg!thum,上海市奉贤区X025(新四平公路),免费
永春南路小河,https://www.haodiaoyu.com/diaochang/shanghai/52760.html,http://p2.diaoyur.cn/group2/M00/02/6A/cjd0iVPoWuVRTkJx7Kegw189lXa6Q.jpg!thum,上海市浦东新区永春南路154号,免费
上海沈西庄,https://www.haodiaoyu.com/diaochang/shanghai/52751.html,http://p2.diaoyur.cn/group2/M00/02/68/cjd0iVg3GvbJFhZLafnQVA2jRXTHr.jpg!thum,上海市浦东新区沪南公路4390弄,免费
军工路国泰市场旁,https://www.haodiaoyu.com/diaochang/shanghai/52750.html,http://p3.diaoyur.cn/group3/M00/02/62/cjd0iV7pyIRnmJ2Griuwz6ELHFB4W.jpg!thum,上海市杨浦区军工路2636号,免费
东方国际水产市场码头,https://www.haodiaoyu.com/diaochang/shanghai/52747.html,http://p2.diaoyur.cn/group2/M00/02/60/cjd0iVRQT7wpEor9Vtl30OC825k-z.jpg!thum,上海市杨浦区,免费
军工路闸殷路,https://www.haodiaoyu.com/diaochang/shanghai/52738.html,http://p3.diaoyur.cn/group3/M00/02/5E/cjd0iVtyQkzPSDILN628GCsxl4bEX.jpg!thum,上海市杨浦区军工路3980号,免费
红星村钓场,https://www.haodiaoyu.com/diaochang/shanghai/52629.html,http://p3.diaoyur.cn/group3/M00/02/CA/cjd0iVulyZMWUv7fxF6oV2jKs4DAI.jpg!thum,上海市闵行区华翔路2110弄47,免费
G15桥钓场,https://www.haodiaoyu.com/diaochang/shanghai/52552.html,http://p2.diaoyur.cn/group2/M00/02/0A/cjd0iVobtnfc1jRzgB2xIh5MQ8dAU.jpg!thum,上海市松江区G15(沈海高速),免费
丽德创业园钓场,https://www.haodiaoyu.com/diaochang/shanghai/52503.html,http://p3.diaoyur.cn/group3/M00/01/D9/cjd0iVE3TaxcqjmGNdoU8HRKSyerf.jpg!thum,上海市松江区泗博路,免费
浦南运河,https://www.haodiaoyu.com/diaochang/shanghai/52328.html,http://p3.diaoyur.cn/group3/M00/01/89/cjd0iV2aEjiL8neKA9XvxVSlQG1FI.jpg!thum,上海市奉贤区S123(浦南运河桥),免费
东辰钓场,https://www.haodiaoyu.com/diaochang/shanghai/52233.html,http://p2.diaoyur.cn/group2/M00/01/5B/cjd0iVb-WOyLrUsDqt2vMXJEz5NKe.jpg!thum,上海市宝山区沪生路,100元/天
亭福小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/52103.html,http://p4.diaoyur.cn/group4/M00/01/18/cjd0iV7GrCTyFciUSa2-pAd9wZqbn.jpg!thum,上海市松江区九亭大街656号,免费
六磊塘桥,https://www.haodiaoyu.com/diaochang/shanghai/52076.html,http://p2.diaoyur.cn/group2/M00/01/09/cjd0iVehVNwKvcnFtY-ZI3CLRpzWM.jpg!thum,上海市闵行区颛兴东路,免费
,,,,
,,,,
赵家村野河道,https://www.haodiaoyu.com/diaochang/shanghai/52036.html,http://p3.diaoyur.cn/group3/M00/00/FD/cjd0iVHZL6W8GiAqgRxchu0rwyOVN.jpg!thum,上海市闵行区G42(京沪高速),免费
庄泾苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/52003.html,http://p3.diaoyur.cn/group3/M00/00/F4/cjd0iVE07ZaykY-1CfeTsQtVUPHup.jpg!thum,上海市松江区洞照路,免费
兰花园钓场,https://www.haodiaoyu.com/diaochang/shanghai/51978.html,http://p2.diaoyur.cn/group2/M00/00/F3/cjd0iVwmbLGcoCpfvktaXdsMEr2ND.jpg!thum,上海市松江区德悦路,免费
沈海高速淀浦河桥钓场,https://www.haodiaoyu.com/diaochang/shanghai/51955.html,http://p4.diaoyur.cn/group4/M00/00/E1/cjd0iVG30hdVsEoFerwTgHm7cZ2lN.jpg!thum,上海市松江区G15(沈海高速),免费
大名公寓钓场,https://www.haodiaoyu.com/diaochang/shanghai/51939.html,http://p2.diaoyur.cn/group2/M00/00/DA/cjd0iVPDhI69MVlZSgTkFYdiLEesp.jpg!thum,上海市松江区鼓浪路,免费
北场二小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/51930.html,http://p3.diaoyur.cn/group3/M00/00/D4/cjd0iVxUzQ0FT-h9v6aYnCDq5VtlO.jpg!thum,上海市松江区北场公路,免费
天行建科创园钓场,https://www.haodiaoyu.com/diaochang/shanghai/51890.html,http://p4.diaoyur.cn/group4/M00/00/C9/cjd0iVar2u693W5HDscPZpNGR4q8U.jpg!thum,上海市松江区恒富路,免费
金港花园钓场,https://www.haodiaoyu.com/diaochang/shanghai/51855.html,http://p3.diaoyur.cn/group3/M00/00/BB/cjd0iVjv-RILwMZ6WhoCpbAHKQqD5.jpg!thum,上海市松江区横港公路,免费
泗明五金机械厂钓场,https://www.haodiaoyu.com/diaochang/shanghai/51849.html,http://p4.diaoyur.cn/group4/M00/00/B9/cjd0iVD-G9Rt5I0Cl4zMPg7FaykK1.jpg!thum,上海市松江区姚北路,免费
申港路野塘,https://www.haodiaoyu.com/diaochang/shanghai/51801.html,http://p3.diaoyur.cn/group3/M00/00/A5/cjd0iVEqS6JFU8rK59TzjW1Xn0aP-.jpg!thum,上海市松江区申港路990号,免费
阿叶垂钓中心,https://www.haodiaoyu.com/diaochang/shanghai/51784.html,http://p3.diaoyur.cn/group3/M00/00/A0/cjd0iVE51GistyqFQu-ohkWCVn0DK.jpg!thum,上海市奉贤区南十家中心路,100元/天
西向阳河路钓场,https://www.haodiaoyu.com/diaochang/shanghai/51678.html,http://p3.diaoyur.cn/group3/M00/00/82/cjd0iVrkMq-PBNwcRSJ3TaoiV1DbO.jpg!thum,上海市青浦区前云路10弄-33号-临,免费
周泾路桥,https://www.haodiaoyu.com/diaochang/shanghai/51666.html,http://p3.diaoyur.cn/group3/M00/00/7D/cjd0iVodSPTFZvX6L4ri93GhKxbnV.jpg!thum,上海市闵行区周泾路111,免费
会计学院钓场,https://www.haodiaoyu.com/diaochang/shanghai/51661.html,http://p4.diaoyur.cn/group4/M00/00/7F/cjd0iVcYIJrS8e19PFQXNlnwBduoD.jpg!thum,上海市青浦区盈港东路,免费
爱博五村钓场,https://www.haodiaoyu.com/diaochang/shanghai/51645.html,http://p2.diaoyur.cn/group2/M00/00/79/cjd0iV1ZSO-53VwzP0QJuBWAGEaXC.jpg!thum,上海市闵行区X213(蟠龙港桥),免费
高景花园钓场,https://www.haodiaoyu.com/diaochang/shanghai/51633.html,http://p2.diaoyur.cn/group2/M00/00/75/cjd0iVjM5pwhRs26J1gEOPV9K3q8b.jpg!thum,上海市青浦区东徐联路,免费
浦东新区运河,https://www.haodiaoyu.com/diaochang/shanghai/51624.html,http://p2.diaoyur.cn/group2/M00/00/81/cjd0iVZiKJ7bY8e5C9gzHhPywS64l.jpg!thum,上海市浦东新区顾高路1999号,免费
松泽大道,https://www.haodiaoyu.com/diaochang/shanghai/51613.html,http://p3.diaoyur.cn/group3/M00/00/7D/cjd0iVOXG3SPu-HFyTlEbQqAZxzmd.jpg!thum,上海市青浦区崧泽大道,免费
丰产河,https://www.haodiaoyu.com/diaochang/shanghai/51612.html,http://p4.diaoyur.cn/group4/M00/00/7C/cjd0iV6YmWfdBg5-KsXaEF8ZUtkoD.jpg!thum,上海市青浦区芦沈路,免费
西郊枫林苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/51596.html,http://p4.diaoyur.cn/group4/M00/00/79/cjd0iVnXfVckMxKG6Oo8-dgwv5TW1.jpg!thum,上海市青浦区诸光路,免费
,,,,
,,,,
盐仑浦河,https://www.haodiaoyu.com/diaochang/shanghai/51581.html,http://p2.diaoyur.cn/group2/M00/00/77/cjd0iVR1AELNHCbOsTcaVe86J0KrQ.jpg!thum,上海市闵行区纪淞路506号,免费
沙申新村钓场,https://www.haodiaoyu.com/diaochang/shanghai/51564.html,http://p2.diaoyur.cn/group2/M00/00/75/cjd0iVI5LVMUiWPSBFjkGNluDcRzh.jpg!thum,上海市闵行区沪青平公路620号,免费
中新村钓场,https://www.haodiaoyu.com/diaochang/shanghai/51523.html,http://p4.diaoyur.cn/group4/M00/00/6B/cjd0iVRjFrTCEOy8GSutnM0ZcDaow.jpg!thum,上海市青浦区秀横路,免费
外运河,https://www.haodiaoyu.com/diaochang/shanghai/51521.html,http://p3.diaoyur.cn/group3/M00/00/68/cjd0iVuZl0SdUxB31256I-NFJG8Cv.jpg!thum,上海市浦东新区杨高北一路,免费
高东生态园,https://www.haodiaoyu.com/diaochang/shanghai/51520.html,http://p4.diaoyur.cn/group4/M00/00/6A/cjd0iVq2eaNLfpiyVS6oC7UswzZdA.jpg!thum,上海市浦东新区上钦路193号,免费
渔友之家钓场,https://www.haodiaoyu.com/diaochang/shanghai/51513.html,http://p2.diaoyur.cn/group2/M00/00/68/cjd0iVEGWlgd34AX5vIFLTBOQRka2.jpg!thum,上海市青浦区东庆路,100元/天
青浦流水河,https://www.haodiaoyu.com/diaochang/shanghai/51463.html,http://p2.diaoyur.cn/group2/M00/00/61/cjd0iVH1gYuynWQjz4i8oS7AOpP0V.jpg!thum,上海市青浦区环农科院路,免费
远大健康城钓场,https://www.haodiaoyu.com/diaochang/shanghai/51457.html,http://p2.diaoyur.cn/group2/M00/00/5C/cjd0iVJuh4Bw6nmU1dZaOVLgoeIiT.jpg!thum,上海市青浦区徐南路,免费
泖甸村钓场,https://www.haodiaoyu.com/diaochang/shanghai/51425.html,http://p4.diaoyur.cn/group4/M00/00/58/cjd0iVDzNHA6uV-WSUrgwiKP1fGRb.jpg!thum,上海市青浦区,免费
上虹工业小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/51412.html,http://p2.diaoyur.cn/group2/M00/00/51/cjd0iVg8-rU0hiDJbCBN5vGaTeLjA.jpg!thum,上海市松江区望东中路168号,免费
玫瑰园垂钓基地,https://www.haodiaoyu.com/diaochang/shanghai/51359.html,http://p3.diaoyur.cn/group3/M00/00/3C/cjd0iV6VpbtA1KYZ8fEDWiwGOTlN9.jpg!thum,上海市闵行区先新路41号-临,150元/天
长征农场鳌山垦区,https://www.haodiaoyu.com/diaochang/shanghai/51333.html,http://p4.diaoyur.cn/group4/M00/00/4B/cjd0iVrfV4x18LuKtAOMdbvBZhFRo.jpg!thum,上海市崇明县鳌合路,免费
润江花苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/51229.html,http://p4.diaoyur.cn/group4/M00/00/1A/cjd0iVNxkEmlXtWa51wLKFRCh49pe.jpg!thum,上海市松江区古楼公路,免费
逆风酒水钓场,https://www.haodiaoyu.com/diaochang/shanghai/51180.html,http://p3.diaoyur.cn/group3/M00/00/11/cjd0iVuDYEPzZxa4yrl1HQhvejBc3.jpg!thum,上海市松江区北泖泾路,免费
三号桥,https://www.haodiaoyu.com/diaochang/shanghai/51172.html,http://p4.diaoyur.cn/group4/M00/00/0C/cjd0iV-ITB9yOR5iwr2Qzxoh6tjHW.jpg!thum,上海市松江区G320(车亭公路),免费
山水四季城钓场,https://www.haodiaoyu.com/diaochang/shanghai/51157.html,http://p3.diaoyur.cn/group3/M00/00/16/cjd0iV6IxYVEPZOUKbmk3JHBot0Qu.jpg!thum,上海市松江区祥泽路,免费
英郡雷丁钓场,https://www.haodiaoyu.com/diaochang/shanghai/51135.html,http://p4.diaoyur.cn/group4/M00/00/02/cjd0iV8uEikW4XP91bwI6mMNQ7xoZ.jpg!thum,上海市松江区九新公路,免费
鼎盛路G60桥下,https://www.haodiaoyu.com/diaochang/shanghai/51064.html,http://p1.diaoyur.cn/group1/M00/12/0D/cjd0iVoJDwOAPg93AAHhxox40Tc641.jpg!thum,上海市松江区G60(沪杭高速),免费
丰收河河道,https://www.haodiaoyu.com/diaochang/shanghai/51030.html,http://p1.diaoyur.cn/group1/M00/11/F9/cjd0iVoHuR2AEYDgAAKyEJj05gk690.jpg!thum,上海市松江区荣乐西路,免费
苏州河支流,https://www.haodiaoyu.com/diaochang/shanghai/51028.html,http://p1.diaoyur.cn/group1/M00/12/2F/cjd0iVoL-kuACBAWAAJQE0vhgBM096.jpg!thum,上海市闵行区,免费
,,,,
,,,,
久富小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/51002.html,http://p1.diaoyur.cn/group1/M00/11/E3/cjd0iVoGNpyAbkWVAAF5yHt8I6Q388.jpg!thum,上海市松江区朱金路,免费
长桥山庄,https://www.haodiaoyu.com/diaochang/shanghai/50991.html,http://p1.diaoyur.cn/group1/M00/11/D7/cjd0iVoFSTiATDI0AADSFov4RWo537.jpg!thum,上海市浦东新区S122(沪南公路),免费
龙悦小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/50955.html,http://p1.diaoyur.cn/group1/M00/11/BA/cjd0iVoDFOCAKUAqAAEpf-bgSTU997.jpg!thum,上海市松江区龙金路278弄-10号,免费
鼎盛路野塘,https://www.haodiaoyu.com/diaochang/shanghai/50932.html,http://p1.diaoyur.cn/group1/M00/11/AD/cjd0iVoCe_OAK0WTAAIDVC9YIos203.jpg!thum,上海市松江区G60(杭州湾环线高速),免费
上海友达服饰钓场,https://www.haodiaoyu.com/diaochang/shanghai/50900.html,http://p1.diaoyur.cn/group1/M00/11/8E/cjd0iVoAX3yAYH1FAAEJEmDUdNs978.jpg!thum,上海市松江区久富路998,免费
王家宅小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/50881.html,http://p1.diaoyur.cn/group1/M00/11/7C/cjd0iVn_HvmANLRDAAFv5puqSVI525.jpg!thum,上海市松江区,免费
华亭湖,https://www.haodiaoyu.com/diaochang/shanghai/50878.html,http://p1.diaoyur.cn/group1/M00/11/79/cjd0iVn_B0mARCBEAAGKAEQ0SlE879.jpg!thum,上海市松江区文诚路1119号,免费
叶家青年公寓钓场,https://www.haodiaoyu.com/diaochang/shanghai/50798.html,http://p1.diaoyur.cn/group1/M00/11/4A/cjd0iVn8IhuALvR_AAFo36PZD78128.jpg!thum,上海市松江区望东南路200,免费
逍遥休闲钓场,https://www.haodiaoyu.com/diaochang/shanghai/50785.html,http://p1.diaoyur.cn/group1/M00/11/78/cjd0iVn-_gmAYHvBAAD8D8orQFk437.jpg!thum,上海市嘉定区横仓公路483号,100元/天
金汇港钓场,https://www.haodiaoyu.com/diaochang/shanghai/50781.html,http://p1.diaoyur.cn/group1/M00/11/41/cjd0iVn7IIKAHnjaAACOo5kdlBE894.jpg!thum,上海市奉贤区,免费
青浦商榻小娘湖钓鱼场,https://www.haodiaoyu.com/diaochang/shanghai/50697.html,http://p1.diaoyur.cn/group1/M00/11/18/cjd0iVn4ZHuAMZSEAADeEX_JSFk365.jpg!thum,上海市青浦区,18元/斤
西港沟,https://www.haodiaoyu.com/diaochang/shanghai/50680.html,http://p1.diaoyur.cn/group1/M00/11/AD/cjd0iVoCcG2AMvprAALpE_Y2JI0866.jpg!thum,上海市浦东新区新金桥路,免费
杨家钓场,https://www.haodiaoyu.com/diaochang/shanghai/50674.html,http://p1.diaoyur.cn/group1/M00/10/F1/cjd0iVn128OAHvtEAADRVNc9WQE759.jpg!thum,上海市青浦区,免费
张家木桥钓场,https://www.haodiaoyu.com/diaochang/shanghai/50555.html,http://p1.diaoyur.cn/group1/M00/10/B2/cjd0iVnxpJGAfHPqAAFbavqJRdY557.jpg!thum,上海市青浦区前云路88号,免费
九闽村钓场,https://www.haodiaoyu.com/diaochang/shanghai/50506.html,http://p1.diaoyur.cn/group1/M00/10/8C/cjd0iVnvRD-AJgWCAAGW2QwlTdo775.jpg!thum,上海市松江区姚北路,免费
北场二小区钓场,https://www.haodiaoyu.com/diaochang/shanghai/50474.html,http://p1.diaoyur.cn/group1/M00/10/77/cjd0iVnt9aaAJZzjAAGKA3mT4EQ818.jpg!thum,上海市松江区闵松公路,免费
同润山河小城钓场,https://www.haodiaoyu.com/diaochang/shanghai/50449.html,http://p1.diaoyur.cn/group1/M00/10/64/cjd0iVnsrRKARI-XAACLeCUv5wg011.jpg!thum,上海市松江区泗凤公路,免费
小区河道,https://www.haodiaoyu.com/diaochang/shanghai/50397.html,http://p1.diaoyur.cn/group1/M00/10/54/cjd0iVnsBbaALOYmAAD40-ROwY0200.jpg!thum,上海市浦东新区海鸣路,免费
马路湖,https://www.haodiaoyu.com/diaochang/shanghai/50388.html,http://p1.diaoyur.cn/group1/M00/10/52/cjd0iVnr5seADE0ZAACfYSs4vpo664.jpg!thum,上海市宝山区罗迎路,免费
美兰湖,https://www.haodiaoyu.com/diaochang/shanghai/50387.html,http://p1.diaoyur.cn/group1/M00/10/52/cjd0iVnr4-iAA-4WAACdxRxCUAM593.jpg!thum,上海市宝山区沪太公路辅路,50元/天
,,,,
,,,,
华亭名苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/50384.html,http://p1.diaoyur.cn/group1/M00/10/4F/cjd0iVnrYE2ANxKJAADjrknbxzk535.jpg!thum,上海市松江区中心路,免费
野河,https://www.haodiaoyu.com/diaochang/shanghai/50374.html,http://p1.diaoyur.cn/group1/M00/10/49/cjd0iVnrKfGAV2Q-AACYvBToth4506.jpg!thum,上海市松江区平原公路,免费
苏州河,https://www.haodiaoyu.com/diaochang/shanghai/50346.html,http://p1.diaoyur.cn/group1/M00/10/98/cjd0iVnwQiWAAxGsAADizonz9xM638.jpg!thum,上海市长宁区S20(环西二大道),免费
苏州河支流,https://www.haodiaoyu.com/diaochang/shanghai/50345.html,http://p1.diaoyur.cn/group1/M00/10/C2/cjd0iVnyukGAY3agAAB_oQWKibw335.jpg!thum,上海市嘉定区新槎浦桥,免费
乌船浜钓场,https://www.haodiaoyu.com/diaochang/shanghai/50309.html,http://p1.diaoyur.cn/group1/M00/10/23/cjd0iVnopcKAPjTaAAFCyXRpcnQ457.jpg!thum,上海市松江区顺庆路,免费
圣堡别墅钓场,https://www.haodiaoyu.com/diaochang/shanghai/50278.html,http://p1.diaoyur.cn/group1/M00/10/12/cjd0iVnnYCKARBgHAAD7XklNMt8168.jpg!thum,上海市青浦区西向阳河路,免费
北竿山钓场,https://www.haodiaoyu.com/diaochang/shanghai/50170.html,http://p1.diaoyur.cn/group1/M00/10/39/cjd0iVnqBCyADmpfAACbycrqxto235.jpg!thum,上海市松江区X321(佘北公路),免费
联群路河,https://www.haodiaoyu.com/diaochang/shanghai/50159.html,http://p1.diaoyur.cn/group1/M00/10/59/cjd0iVnsVniAQ3_XAACVQcM9Q1A473.jpg!thum,上海市嘉定区春亭路,免费
靖多苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/50070.html,http://p1.diaoyur.cn/group1/M00/0F/A6/cjd0iVngQSqAWe0KAADNwt9jUOk105.jpg!thum,上海市松江区张泾路1651弄,免费
朱家湾钓场,https://www.haodiaoyu.com/diaochang/shanghai/50001.html,http://p1.diaoyur.cn/group1/M00/0F/81/cjd0iVndQHyAARolAAFVOY6cYOg564.jpg!thum,上海市松江区世富路,免费
新凯家园钓场,https://www.haodiaoyu.com/diaochang/shanghai/49975.html,http://p1.diaoyur.cn/group1/M00/0F/6E/cjd0iVnb_SGAfPafAACWCDkvKvw610.jpg!thum,上海市松江区泗凤公路,免费
丽水豪庭钓场,https://www.haodiaoyu.com/diaochang/shanghai/49942.html,http://p1.diaoyur.cn/group1/M00/0F/5E/cjd0iVnauHCANdVBAAEH1mnJ_6k476.jpg!thum,上海市松江区长施公路,免费
申园钓场,https://www.haodiaoyu.com/diaochang/shanghai/49865.html,http://p1.diaoyur.cn/group1/M00/0F/2E/cjd0iVnYFXyAW2CeAACYft9S2J0282.jpg!thum,上海市松江区定恒路,免费
叶榭镇大叶公路,https://www.haodiaoyu.com/diaochang/shanghai/49676.html,http://p1.diaoyur.cn/group1/M00/0E/BE/cjd0iVnQs9KAKHtVAADrR6pVS1Q153.jpg!thum,上海市松江区叶新公路26号,免费
繁荣苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/49636.html,http://p1.diaoyur.cn/group1/M00/0E/D6/cjd0iVnSJCaAZQInAAD7b_87r7s982.jpg!thum,上海市松江区沪亭南路340号,免费
九亭家园钓场,https://www.haodiaoyu.com/diaochang/shanghai/49635.html,http://p1.diaoyur.cn/group1/M00/0E/AB/cjd0iVnPUamADzRZAAERF-4295s692.jpg!thum,上海市松江区沪亭南路,免费
星塔路河,https://www.haodiaoyu.com/diaochang/shanghai/49620.html,http://p1.diaoyur.cn/group1/M00/0E/A6/cjd0iVnPCW-AMMDmAACxO3JMNEQ809.jpg!thum,上海市嘉定区星塔路,免费
春归路路蕴藻浜,https://www.haodiaoyu.com/diaochang/shanghai/49529.html,http://p1.diaoyur.cn/group1/M00/0E/80/cjd0iVnMYCyATkbXAADdyFTFUvU921.jpg!thum,上海市嘉定区春归路897号,免费
得胜村小水闸,https://www.haodiaoyu.com/diaochang/shanghai/49452.html,http://p1.diaoyur.cn/group1/M00/0E/56/cjd0iVnJpNaAJqBsAACwvsiOHtM239.jpg!thum,上海市松江区G320(松浦大桥),免费
松沪苑钓场,https://www.haodiaoyu.com/diaochang/shanghai/49444.html,http://p1.diaoyur.cn/group1/M00/0E/82/cjd0iVnMdlqARNiFAAB9zbugYkU662.jpg!thum,上海市松江区沪亭南路,免费
,,,,
,,,,
美兰湖支道,https://www.haodiaoyu.com/diaochang/shanghai/49391.html,http://p1.diaoyur.cn/group1/M00/0E/28/cjd0iVnHEsWAdYJxAAFNHiiLwNU857.jpg!thum,上海市宝山区美平路,免费
